Country,Year,lvl4,Vessel_length,Area,Species,Landings,Value,FU
BEL,2009,GNS_DEF,10<24m,27.4.c,COD,81.742,191644.32,NA
BEL,2009,GNS_DEF,10<24m,27.4.c,PLE,11.312,15448.3,NA
BEL,2009,GNS_DEF,10<24m,27.4.c,POL,0.606,1862.96,NA
BEL,2009,GNS_DEF,10<24m,27.4.c,SOL,98.184,1009775.26,NA
BEL,2009,GNS_DEF,10<24m,27.4.c,WHG,0.68,441.46,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,COD,0.974,1978.22,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,PLE,0.658,843.38,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,POL,0.312,693.64,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,SOL,27.544,232795.74,NA
BEL,2009,GNS_DEF,10<24m,27.7.d,WHG,0.298,256.32,NA
BEL,2009,GTR_DEF,10<24m,27.4.c,COD,3.296,7574.9,NA
BEL,2009,GTR_DEF,10<24m,27.4.c,PLE,0.112,271.28,NA
BEL,2009,GTR_DEF,10<24m,27.4.c,POL,0.008,16.02,NA
BEL,2009,GTR_DEF,10<24m,27.4.c,SOL,2.156,17969.66,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,COD,0.16,350.82,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,PLE,0.052,97.72,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,POL,0.03,55.98,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,SOL,8.016,57842.94,NA
BEL,2009,GTR_DEF,10<24m,27.7.d,WHG,0.056,105.52,NA
BEL,2009,MIS_MIS,10<24m,27.4.c,COD,0.572,1712.52,NA
BEL,2009,MIS_MIS,10<24m,27.4.c,PLE,0.07,94.4,NA
BEL,2009,MIS_MIS,10<24m,27.4.c,SOL,0.076,1006.4,NA
BEL,2009,MIS_MIS,10<24m,27.7.d,COD,0.03,48.54,NA
BEL,2009,MIS_MIS,10<24m,27.7.d,PLE,0.806,972.96,NA
BEL,2009,MIS_MIS,10<24m,27.7.d,SOL,0.326,2428.18,NA
BEL,2009,MIS_MIS,24<40m,27.4.b,COD,4.498,6534.44,NA
BEL,2009,MIS_MIS,24<40m,27.4.b,HAD,0.622,1339.32,NA
BEL,2009,MIS_MIS,24<40m,27.4.b,HKE,0.028,142.52,NA
BEL,2009,MIS_MIS,24<40m,27.4.b,PLE,0.266,299.04,NA
BEL,2009,MIS_MIS,24<40m,27.4.c,COD,0.786,2393.18,NA
BEL,2009,MIS_MIS,24<40m,27.4.c,PLE,0.01,9.8,NA
BEL,2009,MIS_MIS,24<40m,27.4.c,POL,0.002,5.44,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,COD,0.008,7.02,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,MON,2.276,6142.88,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,PLE,3.722,4664.92,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,POL,0.006,14.24,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,SOL,3.292,25206.26,NA
BEL,2009,MIS_MIS,24<40m,27.7.d,WHG,0.05,137.64,NA
BEL,2009,MIS_MIS,24<40m,27.7.e,MON,7.552,20343.32,NA
BEL,2009,MIS_MIS,24<40m,27.7.e,PLE,0.252,719.66,NA
BEL,2009,MIS_MIS,24<40m,27.7.e,SOL,1.074,10617.5,NA
BEL,2009,OTB_CRU,10<24m,27.4.b,COD,14.11,37891.8,NA
BEL,2009,OTB_CRU,10<24m,27.4.b,HAD,0.01,5.74,NA
BEL,2009,OTB_CRU,10<24m,27.4.b,HKE,16.332,24286.84,NA
BEL,2009,OTB_CRU,10<24m,27.4.b,MEG,0.146,203.42,NA
BEL,2009,OTB_CRU,10<24m,27.4.b,MON,1.732,2992.42,NA
BEL,2009,OTB_CRU,10<24m,27.4.b,PLE,165.624,233708.7,NA
BEL,2009,OTB_CRU,10<24m,27.4.b,SOL,8.948,89955.78,NA
BEL,2009,OTB_CRU,10<24m,27.4.b,WHG,1.222,784.78,NA
BEL,2009,OTB_CRU,10<24m,27.4.c,COD,25.372,54880.84,NA
BEL,2009,OTB_CRU,10<24m,27.4.c,HAD,0.014,18.06,NA
BEL,2009,OTB_CRU,10<24m,27.4.c,MEG,0.004,1.12,NA
BEL,2009,OTB_CRU,10<24m,27.4.c,MON,0.118,402.52,NA
BEL,2009,OTB_CRU,10<24m,27.4.c,PLE,23.172,29378.78,NA
BEL,2009,OTB_CRU,10<24m,27.4.c,POL,0.01,22.28,NA
BEL,2009,OTB_CRU,10<24m,27.4.c,SOL,37.368,312593.94,NA
BEL,2009,OTB_CRU,10<24m,27.4.c,WHG,10.512,6966,NA
BEL,2009,OTB_CRU,10<24m,27.7.a,HAD,0.11,75.04,NA
BEL,2009,OTB_CRU,10<24m,27.7.a,MEG,0.035,31.65,NA
BEL,2009,OTB_CRU,10<24m,27.7.a,SOL,0.098,930.47,NA
BEL,2009,OTB_CRU,10<24m,27.7.a,WHG,0.066,29.61,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,COD,0.6,1132.86,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,HAD,0.002,2.08,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,MON,0.3,1176.72,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,PLE,1.954,1997.6,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,POL,0.032,76.7,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,SOL,17.98,142877.56,NA
BEL,2009,OTB_CRU,10<24m,27.7.d,WHG,1.928,765.56,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,HAD,0.548,375.18,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,HKE,0.004,1.24,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,MEG,0.14,126.6,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,PLE,0.34,334.16,NA
BEL,2009,OTB_CRU,10<24m,27.7.e,SOL,0.498,4704.9,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,COD,0.407,809.92,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,HAD,0.848,1500.97,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,HKE,0.057,31.56,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,MEG,0.366,255.21,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,MON,2.295,3921.75,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,PLE,2.667,2566.4,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,POL,0.038,81.79,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,SOL,0.539,4588.36,NA
BEL,2009,OTB_CRU,10<24m,27.7.f,WHG,0.302,132.53,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,COD,0.622,1393.15,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,HAD,3.32,3520.05,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,HKE,0.483,464.4,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,MEG,4.458,2018.04,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,MON,18.306,23776.35,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,PLE,3.771,3526,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,POL,0.322,871.58,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,SOL,1.228,9708.53,NA
BEL,2009,OTB_CRU,10<24m,27.7.g,WHG,3.94,1844.43,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,COD,23.378,59053.9,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,HAD,6.932,4142.02,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,HKE,1.968,3155.12,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,MEG,0.002,0.4,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,MON,2.558,9766.82,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,PLE,151.808,195241.96,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,POL,0.004,12.2,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,SOL,5.386,53954.2,NA
BEL,2009,OTB_CRU,24<40m,27.4.b,WHG,6.09,5224.26,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,COD,104.508,259215.76,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,HAD,4.984,4137.24,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,HKE,0.244,293.04,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,MEG,0.088,69.64,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,MON,0.478,1809.34,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,PLE,64.954,74708.48,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,POL,0.012,29.68,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,SOL,159.822,1348836.64,NA
BEL,2009,OTB_CRU,24<40m,27.4.c,WHG,32.774,19547.4,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,COD,6.575,17623.54,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,HAD,1.355,2216.44,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,HKE,0.084,97.41,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,MEG,0.278,454.18,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,MON,0.401,1786.1,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,PLE,12.392,13648.93,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,POL,0.241,513.71,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,SOL,4.639,44971.34,NA
BEL,2009,OTB_CRU,24<40m,27.7.a,WHG,0.124,142.95,NA
BEL,2009,OTB_CRU,24<40m,27.7.d,COD,4.558,12032.86,NA
BEL,2009,OTB_CRU,24<40m,27.7.d,PLE,2.56,2641.64,NA
BEL,2009,OTB_CRU,24<40m,27.7.d,SOL,49.066,418411.66,NA
BEL,2009,OTB_CRU,24<40m,27.7.d,WHG,3.352,2556.9,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,COD,1.786,5162.75,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,HAD,1,1582.59,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,HKE,1.188,1085.1,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,MEG,12.192,12296.94,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,MON,15.684,55433.76,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,PLE,10.796,12934.74,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,POL,0.049,99.25,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,SOL,16.229,164198.95,NA
BEL,2009,OTB_CRU,24<40m,27.7.f,WHG,2.556,2478.33,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,COD,10.164,23505.68,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,HAD,28.529,36053.43,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,HKE,3.147,3882.57,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,MEG,89.127,115862.25,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,MON,173.925,604324.71,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,PLE,62.334,66162.17,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,POL,5.729,12724.31,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,SOL,56.505,580208.49,NA
BEL,2009,OTB_CRU,24<40m,27.7.g,WHG,38.219,32156.57,NA
BEL,2009,OTB_CRU,24<40m,27.7.h,COD,1.091,2695.45,NA
BEL,2009,OTB_CRU,24<40m,27.7.h,HAD,0.001,0.56,NA
BEL,2009,OTB_CRU,24<40m,27.7.h,SOL,2.962,27740.74,NA
BEL,2009,OTB_DEF,10<24m,27.4.b,PLE,2.564,2539.68,NA
BEL,2009,OTB_DEF,10<24m,27.4.c,COD,13.222,28547.94,NA
BEL,2009,OTB_DEF,10<24m,27.4.c,PLE,0.898,1003.5,NA
BEL,2009,OTB_DEF,10<24m,27.4.c,SOL,0.05,595.5,NA
BEL,2009,OTB_DEF,10<24m,27.4.c,WHG,1.286,971.16,NA
BEL,2009,OTB_DEF,24<40m,27.4.a,COD,37,92191.66,NA
BEL,2009,OTB_DEF,24<40m,27.4.a,HAD,29.438,31194.62,NA
BEL,2009,OTB_DEF,24<40m,27.4.a,HKE,18.684,23451.44,NA
BEL,2009,OTB_DEF,24<40m,27.4.a,MEG,0.308,737.88,NA
BEL,2009,OTB_DEF,24<40m,27.4.a,MON,51.248,167829.32,NA
BEL,2009,OTB_DEF,24<40m,27.4.a,PLE,80.514,125913.68,NA
BEL,2009,OTB_DEF,24<40m,27.4.a,POL,5.7,13497.38,NA
BEL,2009,OTB_DEF,24<40m,27.4.a,WHG,2.086,3835.34,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,COD,20.566,43845.82,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,HAD,66.926,45478.46,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,HKE,12.996,19704.6,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,MEG,1.208,1716.86,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,MON,4.728,13786.68,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,PLE,278.284,358475.36,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,POL,0.148,412.7,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,SOL,0.134,1696.42,NA
BEL,2009,OTB_DEF,24<40m,27.4.b,WHG,7.916,5033.62,NA
BEL,2009,OTB_DEF,24<40m,27.4.c,MEG,0.004,13.36,NA
BEL,2009,TBB_CRU,10<24m,27.4.c,COD,92.198,200713.14,NA
BEL,2009,TBB_CRU,10<24m,27.4.c,HAD,0.878,5700,NA
BEL,2009,TBB_CRU,10<24m,27.4.c,HKE,0.004,7.08,NA
BEL,2009,TBB_CRU,10<24m,27.4.c,PLE,4.69,6337.48,NA
BEL,2009,TBB_CRU,10<24m,27.4.c,SOL,7.362,68184.32,NA
BEL,2009,TBB_CRU,10<24m,27.4.c,WHG,33.55,20335.4,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,COD,0.064,93.48,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,MON,0.684,881.49,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,PLE,1.528,1547.24,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,SOL,1.296,13327.42,NA
BEL,2009,TBB_CRU,10<24m,27.7.d,WHG,0.052,25.26,NA
BEL,2009,TBB_DEF,10<24m,27.4.b,COD,0.932,1957.68,NA
BEL,2009,TBB_DEF,10<24m,27.4.b,HKE,0.556,763.4,NA
BEL,2009,TBB_DEF,10<24m,27.4.b,MON,0.066,82.52,NA
BEL,2009,TBB_DEF,10<24m,27.4.b,PLE,34.628,42526.88,NA
BEL,2009,TBB_DEF,10<24m,27.4.b,SOL,17.636,163205.1,NA
BEL,2009,TBB_DEF,10<24m,27.4.b,WHG,0.452,219.28,NA
BEL,2009,TBB_DEF,10<24m,27.4.c,COD,215.23,498470.66,NA
BEL,2009,TBB_DEF,10<24m,27.4.c,HAD,0.03,18.58,NA
BEL,2009,TBB_DEF,10<24m,27.4.c,HKE,0.004,10.52,NA
BEL,2009,TBB_DEF,10<24m,27.4.c,MON,2.954,4754.48,NA
BEL,2009,TBB_DEF,10<24m,27.4.c,PLE,491.168,562203.26,NA
BEL,2009,TBB_DEF,10<24m,27.4.c,POL,0.038,93.84,NA
BEL,2009,TBB_DEF,10<24m,27.4.c,SOL,761.006,6158060.56,NA
BEL,2009,TBB_DEF,10<24m,27.4.c,WHG,42.634,24621.38,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,COD,18.948,45110.06,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,HAD,0.006,8.32,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,HKE,0.008,24.72,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,MEG,0.04,39.2,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,MON,53.152,86693.15,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,PLE,664.998,793677.56,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,POL,0.4,995.68,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,SOL,945.834,8035912.72,NA
BEL,2009,TBB_DEF,10<24m,27.7.d,WHG,43.454,26597.98,NA
BEL,2009,TBB_DEF,10<24m,27.7.e,MEG,0.336,236.88,NA
BEL,2009,TBB_DEF,10<24m,27.7.e,MON,0.004,3.52,NA
BEL,2009,TBB_DEF,10<24m,27.7.e,PLE,0.83,1062.96,NA
BEL,2009,TBB_DEF,10<24m,27.7.e,SOL,0.196,2254.82,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,COD,0.584,1584.82,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,HAD,0.341,254.36,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,HKE,0.009,4.56,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,MEG,0.225,284.88,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,MON,6.261,9104.28,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,PLE,4.266,4859.79,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,POL,0.225,546.46,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,SOL,24.635,194905.84,NA
BEL,2009,TBB_DEF,10<24m,27.7.f,WHG,1.053,613.15,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,COD,0.014,31.38,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,HKE,0.003,1.38,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,MEG,0.252,262.38,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,MON,0.117,400.48,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,PLE,2.344,2504.95,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,SOL,5.131,51355.97,NA
BEL,2009,TBB_DEF,10<24m,27.7.g,WHG,0.04,35.14,NA
BEL,2009,TBB_DEF,24<40m,27.4.a,COD,38.788,90695.2,NA
BEL,2009,TBB_DEF,24<40m,27.4.a,HAD,14.002,19862.48,NA
BEL,2009,TBB_DEF,24<40m,27.4.a,HKE,1.96,3114.52,NA
BEL,2009,TBB_DEF,24<40m,27.4.a,MON,21.578,80228.54,NA
BEL,2009,TBB_DEF,24<40m,27.4.a,PLE,123.95,176871.42,NA
BEL,2009,TBB_DEF,24<40m,27.4.a,POL,0.604,1545.54,NA
BEL,2009,TBB_DEF,24<40m,27.4.a,SOL,0.062,851.72,NA
BEL,2009,TBB_DEF,24<40m,27.4.a,WHG,0.156,142.48,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,COD,436.508,1069928.76,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,HAD,68.46,101030.14,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,HKE,67.828,107258.6,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,MEG,0.018,35.06,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,MON,162.488,604878.34,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,PLE,3185.528,4323037.52,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,POL,15.654,44240.84,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,SOL,154.222,1687731.5,NA
BEL,2009,TBB_DEF,24<40m,27.4.b,WHG,14.108,10506.58,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,COD,655.936,1428414.14,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,HAD,11.922,11598.84,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,HKE,0.896,1430.57,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,MEG,1.448,1648.92,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,MON,10.788,42912.1,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,PLE,1635.158,1989895.62,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,POL,1.074,2486.84,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,SOL,1386.008,11838415.46,NA
BEL,2009,TBB_DEF,24<40m,27.4.c,WHG,121.064,79504.86,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,COD,12.529,27136.94,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,HAD,4.907,4676.88,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,HKE,2.502,3670.03,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,MEG,1.099,790.62,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,MON,18.834,65656.16,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,PLE,171.873,193903.74,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,POL,2.305,4976.44,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,SOL,233.57,1968359.06,NA
BEL,2009,TBB_DEF,24<40m,27.7.a,WHG,2.062,1340.63,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,COD,123.914,275738.08,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,HAD,1.812,2092.46,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,HKE,0.708,1113.67,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,MEG,0.404,339.56,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,MON,166.856,609161.36,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,PLE,1332.03,1556545.22,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,POL,29.896,66073.68,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,SOL,1870.008,16066496.5,NA
BEL,2009,TBB_DEF,24<40m,27.7.d,WHG,91.38,67446.02,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,COD,12.106,28238.42,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,HAD,5.304,6087.06,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,HKE,1.244,1359.04,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,MEG,4.164,4073.88,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,MON,281.9,968836.36,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,PLE,105.13,127959.42,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,POL,6.866,14096.88,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,SOL,30.964,312524.06,NA
BEL,2009,TBB_DEF,24<40m,27.7.e,WHG,6.586,6454.52,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,COD,11.204,26130.47,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,HAD,59.593,55910.83,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,HKE,6.921,8102.82,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,MEG,248.913,234986.16,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,MON,564.462,1829183.52,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,PLE,46.141,52063.62,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,POL,9.717,20100.47,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,SOL,203.159,1721021.72,NA
BEL,2009,TBB_DEF,24<40m,27.7.f,WHG,28.072,18940.73,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,COD,15.298,38796.17,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,HAD,32.217,33192.21,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,HKE,6.849,6877.02,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,MEG,257.085,338788.74,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,MON,341.166,1571933.12,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,PLE,82.786,88072.51,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,POL,2.881,6735.85,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,SOL,196.497,1964015.12,NA
BEL,2009,TBB_DEF,24<40m,27.7.g,WHG,9.341,7672.06,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,COD,1.093,1845.68,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,HAD,0.011,11.88,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,HKE,0.003,1.95,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,MEG,0.132,150.51,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,PLE,0.532,567.16,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,POL,0.003,8.32,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,SOL,7.804,71737.48,NA
BEL,2009,TBB_DEF,24<40m,27.7.h,WHG,0.107,54,NA
BEL,2009,TBB_DEF,24<40m,27.8.a,HKE,0.856,789.26,NA
BEL,2009,TBB_DEF,24<40m,27.8.a,MEG,0.186,222.88,NA
BEL,2009,TBB_DEF,24<40m,27.8.a,MON,14.48,64986.57,NA
BEL,2009,TBB_DEF,24<40m,27.8.b,HKE,10.572,12414.1,NA
BEL,2009,TBB_DEF,24<40m,27.8.b,MEG,11.704,7741.12,NA
BEL,2009,TBB_DEF,24<40m,27.8.b,MON,381.112,1737564.06,NA
BEL,2010,GNS_DEF,10<24m,27.4.c,COD,49.414,157424.76,NA
BEL,2010,GNS_DEF,10<24m,27.4.c,PLE,10.808,13214.72,NA
BEL,2010,GNS_DEF,10<24m,27.4.c,POL,0.168,450.66,NA
BEL,2010,GNS_DEF,10<24m,27.4.c,SOL,54.518,713248.8,NA
BEL,2010,GNS_DEF,10<24m,27.4.c,WHG,3.74,4219.48,NA
BEL,2010,GNS_DEF,10<24m,27.7.d,COD,0.126,326.62,NA
BEL,2010,GNS_DEF,10<24m,27.7.d,PLE,0.128,143.42,NA
BEL,2010,GNS_DEF,10<24m,27.7.d,SOL,12.776,122396.82,NA
BEL,2010,GNS_DEF,10<24m,27.7.d,WHG,0.222,299.52,NA
BEL,2010,GTR_DEF,10<24m,27.4.c,COD,9.728,29129.48,NA
BEL,2010,GTR_DEF,10<24m,27.4.c,PLE,1.91,3040.76,NA
BEL,2010,GTR_DEF,10<24m,27.4.c,POL,0.1,349.72,NA
BEL,2010,GTR_DEF,10<24m,27.4.c,SOL,22.686,262683.9,NA
BEL,2010,GTR_DEF,10<24m,27.4.c,WHG,0.042,41.5,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,COD,1.152,3390.14,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,PLE,0.562,850.5,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,POL,0.038,125.44,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,SOL,20.892,261482.06,NA
BEL,2010,GTR_DEF,10<24m,27.7.d,WHG,0.054,62.14,NA
BEL,2010,MIS_MIS,10<24m,27.4.c,COD,0.114,349.3,NA
BEL,2010,MIS_MIS,10<24m,27.4.c,PLE,0.628,528.6,NA
BEL,2010,MIS_MIS,10<24m,27.4.c,SOL,0.15,2179.5,NA
BEL,2010,MIS_MIS,10<24m,27.4.c,WHG,0.022,21.18,NA
BEL,2010,MIS_MIS,10<24m,27.7.d,COD,0.014,53.28,NA
BEL,2010,MIS_MIS,10<24m,27.7.d,PLE,0.37,383.54,NA
BEL,2010,MIS_MIS,10<24m,27.7.d,SOL,0.394,4758.36,NA
BEL,2010,MIS_MIS,24<40m,27.7.a,MON,0.25,720.88,NA
BEL,2010,MIS_MIS,24<40m,27.7.a,PLE,0.084,63.68,NA
BEL,2010,MIS_MIS,24<40m,27.7.a,SOL,0.088,622.69,NA
BEL,2010,MIS_MIS,24<40m,27.7.d,MON,0.156,370.92,NA
BEL,2010,MIS_MIS,24<40m,27.7.d,PLE,5.75,7628.22,NA
BEL,2010,MIS_MIS,24<40m,27.7.d,SOL,0.818,7498.42,NA
